model,base_model,dataset_id,scaled_MASE,series_count,variate_count,stationarity,x_entropy,temporal_location_heterogeneity,temporal_scale_heterogeneity,temporal_frequency_heterogeneity,temporal_heterogeneity,trend_strength,trend_stability,trend_hurst,trend_nonlinearity,linearity,curvature,seasonal_strength,seasonal_corr,seasonal_lumpiness,seasonal_entropy,e_acf1,e_acf10,e_diff1_acf1,e_entropy,e_kurtosis,e_shapiro_w,e_arch_lm,spike,mean,std,missing_rate,length,period1,period2,period3,p_strength1,p_strength2,p_strength3,spatial_location_heterogeneity,spatial_scale_heterogeneity,spatial_frequency_heterogeneity,spatial_heterogeneity
seasonal_naive,seasonal_naive,Global_Price/Q,1.0,1,60,0.2666666666666666,0.475694878544839,0.5388525337912571,0.2939466978882122,0.0518719946365952,0.2948904087720215,0.9760823590092804,0.8868934273820633,0.9612017744767204,0.344946797217725,7.3732140858445,0.1606496320794925,0.262325344393109,0.4272212535644326,0.0005680489760049,0.4844346077449179,0.0151531312467025,0.4076794822615736,-0.3217424968589663,0.8352905446808301,7.599330984253328,0.8829419281828701,0.2398069474001063,6.544062321050684e-07,958.718089217926,495.2163575310869,0.0065727699530516,142.0,4.0,,,0.1256666666666666,,,0.7165511225308253,0.9759580047333056,0.0544696195660511,0.582326248943394
seasonal_naive,seasonal_naive,Housing_Inventory/M,1.0,1,4,0.25,0.345142258661662,0.626244546624891,0.0780137277454174,0.0453973462351454,0.2498852068684846,0.9744505045887796,0.8213549586667099,1.0042327530563897,3.6602693835470697,-1.793161632882802,2.334184449895818,0.903365031574334,0.9884476283174484,0.0013023175155051,0.4129068117195748,0.7473863142476402,1.1132809380563575,0.2178703075947912,0.6820902011509982,4.540365563227116,0.9113810484116948,0.4754580780569006,4.140969811569905e-07,317594.43421052635,89808.77235410547,0.0,114.0,12.0,,,0.133,,,0.859017074375452,0.9999999924291724,0.0453367427704364,0.6347846031916871
seasonal_naive,seasonal_naive,JOLTS/M,1.0,1,6,0.3333333333333333,0.5312061411452004,0.3376682229631464,0.0388597769030851,0.0527010546524052,0.1430763515062122,0.8222173751279273,0.4955408258208811,0.9315841909435392,0.0214049314339944,4.022959699285693,3.3919934088425125,0.8144743099998802,0.9599244786936256,0.0195436559920515,0.4347264113344411,0.126210485781962,0.15609313648079,-0.3744828135786726,0.8877172330087507,35.725998316292845,0.792875087197143,0.2210628482959016,7.592535490998698e-06,3458.517396184063,876.7158976641371,0.0,297.0,12.0,,,0.0876666666666666,,,0.7430533440981711,0.7389844821033507,0.1135755179066791,0.5318711147027336
seasonal_naive,seasonal_naive,Job_Claims/W,1.0,1,2,0.0,0.3714426370688207,0.4808174175554188,0.1444103514045958,0.0371855917971309,0.2208044535857152,0.9179286483425608,0.8043191342205236,0.9272916484827132,0.0357162532888695,8.562170307683413,0.2688493731970273,0.1979345568117566,0.2296875654774147,0.000942113633126,0.6297972336678581,0.5215317805921887,0.951179038096519,0.0368732335776798,0.7505785367611622,0.2537329706024138,0.989058726296512,0.4165941340756025,6.799337127579535e-07,973335.4591836734,93678.0537563198,0.0,196.0,8.5,52.0,8.5,0.092,0.0705,0.052,0.9733371031009374,0.8396217895876084,0.0148020193901672,0.609253637359571
seasonal_naive,seasonal_naive,MetroPT-3/5T,1.0,1,6,1.0,0.7584200904351467,0.0364189385240053,0.0278290072675164,0.0851748595835157,0.0498076017916791,0.6126488857390563,1.0183443228611462,0.8223415492276133,0.0009555192692803,-10.532144947009336,8.133118525951074,0.1841049970596643,0.00265411138753,0.0127418430635285,0.7200344104600948,-0.1144831718728755,0.415917668518433,-0.3566009249851993,0.894380005878467,18.60436883329268,0.8715414623784054,0.1732079275477974,6.971330620186294e-09,14.372988938108524,1.6998473733362025,0.1710932674490426,17809.0,12.0,216.0,216.0,0.0388333333333333,0.0131666666666666,0.0105,0.9818892940083735,0.997704754898176,0.0928729413988485,0.6908223301017994
seasonal_naive,seasonal_naive,NE_China_Wind/H,1.0,1,4,0.75,0.4097283439943374,0.3226466371499565,0.0289156009127395,0.0410011856275839,0.1308544745634267,0.957967323539921,0.8374310041319647,0.9245453684357046,0.0001583958890253,5.082841096525396,-5.204719118721819,0.4808927557590576,0.4790211274082774,0.0004635336962737,0.3599791944221984,0.8676911290801428,2.011921680395924,0.2753263633937303,0.7698163483260302,2.5434685163352904,0.9712222912117932,0.6987532685625414,1.7570766480023102e-10,-0.1501191455991937,0.8900928912604134,0.0,8764.0,21.0,54.0,129.0,0.045,0.03675,0.01625,0.0227529415959611,0.0823860982416019,0.0756525266673459,0.0602638555016363
seasonal_naive,seasonal_naive,Oil_Price/B,1.0,1,12,0.1666666666666666,0.3359811350773569,0.3290514437003108,0.0698213835354828,0.040071634119034,0.1463148204516092,0.99734784829396,0.9915769018717352,0.9333962411287016,0.0092217322045541,-9.350299028292053,12.977631259402695,0.1686354683977995,0.0603876130425748,2.1456168647962813e-06,0.6880444196711957,0.0684111070808401,0.2246612008441826,-0.3063815616897119,0.908377856715424,52.35901086791275,0.8305289144050988,0.1671645002382306,2.0502200654505255e-11,14.380127583920029,4.4550526622579625,0.0514399205561072,5035.0,5.0,21.0,63.0,0.0608333333333333,0.0364166666666666,0.01775,0.8931562602085067,0.8388670963166116,0.0721363172064148,0.601386557910511
seasonal_naive,seasonal_naive,Online_Retail_2_UCI/D,1.0,1,1,0.0,0.7161540228853914,0.050271522243908,0.0300195728116294,0.0420043470014843,0.0407651473523406,0.6444360126604538,0.2772400136470813,0.8765102142372774,0.1956355241683896,4.554512635973995,2.417935435630838,0.6610822098009005,0.929271103477688,0.0937779866766379,0.4126982402742631,-0.0986004753893042,0.1483670395346235,-0.4456741781764404,0.8718104865780697,8.417585791020896,0.9015955762080572,0.0512597417643262,8.102484002919451e-07,28379.69497387464,23350.66885963948,0.0,739.0,7.0,365.0,30.0,0.143,0.024,0.02,0.0,0.0,0.0,0.0
seasonal_naive,seasonal_naive,OpenElectricity_NEM/5T,1.0,1,10,1.0,0.427219315290452,0.0516553087497279,0.0134882239079927,0.0641078795633631,0.0430838040736946,0.8651297145085273,0.5792224938882752,0.7718482028989821,0.0085664473560011,15.364863970123938,6.594579267637622,0.5089752266318508,0.4930618589492325,0.01200002444949,0.4338897731281738,0.6002430352618755,4.277821682182724,-0.2504169039651847,0.7270449388259523,54.51918329828361,0.8513032838678336,0.5180285624288544,1.3247248735552414e-10,2120.395138595597,432.73756188256567,0.0,43488.0,121.2,174.0,148.8,0.0689,0.0446,0.0278,0.9476142756650378,0.7977214850476396,0.1139709140444047,0.619768891585694
seasonal_naive,seasonal_naive,Port_Activity/D,1.0,99,198,0.9949494949494948,0.9132714983222938,0.0358810506058488,0.0299589865307163,0.0788631932955943,0.0482344101440531,0.2191948572498746,0.1247272827971231,0.8862114935579557,0.0255496410155194,-0.461279460942292,-1.001999358792134,0.2146584085840596,0.0972975124559468,0.0204382954993835,0.6564031453405696,-0.2513670376399967,0.1738709469486583,-0.525945234682611,0.8926313248363328,3.1500666957445054,0.9330016130452352,0.0258140548798655,4.619999432597683e-07,29515.447997817475,21943.79852944994,0.0,2127.0,7.0,30.0,139.43434343434345,0.0848636363636363,0.0125959595959595,0.0036313131313131,0.6834436926351941,0.6038012215823999,0.1035751109824292,0.4636066750666743
seasonal_naive,seasonal_naive,Port_Activity/W,1.0,99,198,0.7777777777777778,0.8260937083665386,0.1596181131122321,0.028168252238857,0.0827716115644814,0.0901859923051901,0.5582074370789124,0.396480589753924,0.8931407159790081,0.0897132127552964,-0.6175389024996037,-0.9024076726103452,0.1982553555399536,0.0923965589758852,0.00954492656218,0.5805744135338072,-0.5016649592082097,0.4473185776522194,-0.6382327772162012,0.8176217162948394,0.6688357311916331,0.9861284380099804,0.1315787174837995,4.786402719817372e-06,207354.23688449332,61799.807063152766,0.0,304.0,4.0,13.590909090909092,51.40909090909091,0.2478737373737374,0.0489141414141414,0.0143484848484848,0.9304108629744732,0.6026850532591299,0.109144730547247,0.54741354892695
seasonal_naive,seasonal_naive,SG_Carpark/15T,1.0,354,354,1.0,0.2981564019712989,0.0228477905482,0.0175653578035989,0.0545831457963339,0.031665431382711,0.7113439281641075,0.3784066620015305,0.7096455480124623,0.0408777687128737,1.3766887055814794,-0.4100724644047572,0.6538585552586498,0.6763879948433704,0.0178587200791786,0.2669597351901169,0.5733299673458944,3.883005207588309,-0.1402818589148283,0.6676418453730566,71.73638060299659,0.8921120248417882,0.627857889021495,7.153160193469092e-10,255.1257982610917,40.54854792483872,0.0112452569851672,14495.0,66.10169491525424,35.175141242937855,60.54237288135593,0.0948389830508474,0.0550960451977401,0.0306638418079096,0.9434426918512429,0.3201607881958004,0.1151776832546741,0.4595937211005725
seasonal_naive,seasonal_naive,SG_PM25/H,1.0,1,5,1.0,0.7610633651319938,0.0498104625945855,0.0180756203220749,0.1014058731471591,0.0564306520212731,0.7429608446826179,0.5880382858057548,0.8688793725221988,0.0018089949735853,4.242779309602763,17.90996098052761,0.2137758168305907,0.1293281076584375,0.0022539236305882,0.6752164339726001,0.3597500519899304,0.2656186574567347,-0.2045128990925519,0.9108744735951932,3.811090257202962,0.9623085814012926,0.1289517009075114,2.492003509480469e-10,11.52464070129468,6.570730844783189,0.0343930934656741,38688.0,12.0,24.0,168.0,0.041,0.033,0.008,0.021752996445799,0.0101707357888434,0.1032460003241905,0.0450565775196109
seasonal_naive,seasonal_naive,SG_Weather/D,1.0,6,24,0.7916666666666666,0.7256219696794416,0.0733989935209878,0.0193661190892361,0.0749056896976018,0.0558902674359419,0.6593669818001064,0.5300200767628361,0.8077732714557838,0.008621491418961,-1.6171869050623815,-0.6989604770513033,0.1791490761809041,0.015790371509313,0.0024490636175645,0.6991549655918844,-0.0995564118821012,0.1422413501372847,-0.4463819246486034,0.9041910823661587,2.735976408294892,0.9672408585200452,0.0533097967143105,5.029590419370992e-08,62.946812649844965,27.47566726743027,0.0500620837566316,2953.0,7.0,85.83333333333333,297.75,0.0775416666666666,0.0205833333333333,0.0132916666666666,0.5253204538082739,0.9389954149401056,0.0865284446893693,0.5169481044792495
seasonal_naive,seasonal_naive,Smart_Manufacturing/H,1.0,34,170,1.0,0.9219929522918686,0.0032987387389075,0.0011934940930513,0.0759364032201376,0.0268095453506988,0.2198489642992384,0.0851083404901047,0.6409823314847047,0.0056429283776449,0.0470033641044417,-0.0020460332538502,0.1829019505793239,0.052882825727444,0.0025681502344321,0.6827679251610919,0.1479832749408736,0.1542408345335878,-0.3364531814848109,0.8921549531157004,0.1414572437163294,0.9969249285524509,0.0203215229221078,2.5527457374531774e-07,37.12671384537405,7.130998007801463,0.2891199611195296,1665.9117647058824,12.0,24.0,168.0,0.0370117647058823,0.0193235294117647,0.001735294117647,0.9268430254909332,0.7421193271699056,0.096198599858972,0.5883869841732703
seasonal_naive,seasonal_naive,Supply_Chain_Customer/D,1.0,1,36,0.8055555555555556,0.639626905930418,0.0269783906148216,0.0201911443194635,0.0389500497554781,0.028706528229921,0.5100324662926674,0.1757985885070195,0.7654799798071807,0.0130885748938289,6.676535486583341,-0.5397968906758976,0.7199150388334343,0.9431397855623158,0.169832860986595,0.360592490774273,-0.1983893045631657,0.1410381859835137,-0.4987795704934463,0.8949633129442122,5.484025172341569,0.9346012272655329,0.1380822512480654,8.52573542999477e-08,4865.750500222479,3814.6969942723754,0.0,2007.0,7.0,30.0,91.0,0.1413055555555555,0.0119166666666666,0.0061388888888888,0.5836630539784854,0.974872238576788,0.0832394703369174,0.5472582542973969
seasonal_naive,seasonal_naive,Supply_Chain_Location/D,1.0,1,51,0.8823529411764706,0.6638885825357013,0.0264115616645025,0.0192014081061979,0.0436053434052452,0.0297394377253152,0.4609352293299157,0.1736614895924118,0.7672186608944418,0.0143176534483236,6.638118076144458,-0.4346629441272908,0.6906673360873019,0.9446345688641752,0.1603239164225517,0.3620771591091161,-0.2011356995900212,0.147071716528401,-0.4979406578022764,0.8940026364825808,3.2888106143082325,0.9548061764132336,0.1367642361755447,8.190691304854545e-08,3434.647411464316,3026.1064123323945,0.0,2007.0,7.0,30.0,91.0,0.1325882352941176,0.0124705882352941,0.0053725490196078,0.4785242882250655,0.9773013615435084,0.0710818312136009,0.5089691603273915
seasonal_naive,seasonal_naive,US_Labor/M,1.0,1,14,0.1428571428571428,0.4343261843422299,0.5644058184386761,0.111928724850513,0.0458578890057785,0.2407308107649893,0.9038619614114848,0.7899096490062743,0.9529476241144702,0.4479912094046145,0.2027032205617436,-2.014681646462699,0.4453606614545493,0.6402036267056609,0.001026465587018,0.4864302498221969,0.459474041965212,0.4692150057105937,-0.139958820891953,0.8562091882223879,39.95037698649291,0.6994718776564139,0.260681730195098,6.0748462381735935e-06,28493.133402248117,2699.188656420753,0.0,380.0,12.0,,,0.0465,,,0.9903389481087788,0.9999980002373038,0.0726750813187345,0.6876706765549391
seasonal_naive,seasonal_naive,US_Term_Structure/B,1.0,1,40,0.4,0.1908409276796931,0.7416592531064653,0.037203867294184,0.0587668352333236,0.2792099852113243,0.999752104089476,0.999712928929965,1.0434224041636633,0.0008312507904055,-80.32033187203429,29.54513604734996,0.178074309860564,0.0167082180154269,6.011421689471571e-09,0.6934493184644918,0.2258162112655818,0.2780925816871091,-0.2000137814810439,0.9088579544986782,1.8742356631847912,0.9838851292449562,0.1206722449211921,3.190432977012856e-15,2.438650658800215,1.3711020781770376,0.043212524126099,9326.0,5.0,21.0,63.0,0.04395,0.03095,0.0197,0.5796787612874924,0.3434476730151359,0.0069686009132267,0.310031678405285
seasonal_naive,seasonal_naive,Uncertainty_1M/M,1.0,1,3,1.0,0.5431304639389783,0.0634070437476024,0.0739428874561671,0.0556193520446209,0.0643230944161301,0.942542243060196,0.7652082986387327,0.7976450461540484,0.0105151538000685,2.1528490412418466,5.014239577976907,0.2329919620074675,0.3769889817507321,0.0001470993083985,0.4036628825514154,0.8158682737305866,1.3627517094255377,0.4241147364977854,0.7405140836121337,17.05410069907739,0.8244003862363275,0.5840368599864053,1.0578671303598475e-07,0.7345771285713228,0.1243409045135446,0.0,780.0,12.0,,,0.0506666666666666,,,0.4823704680921467,0.0510172516070079,0.0144651877615488,0.1826176358202345
seasonal_naive,seasonal_naive,Vehicle_Sales/M,1.0,1,10,0.1,0.4251495220351041,0.5029753121596049,0.0823822010956071,0.04662296439626,0.2106601592171574,0.940995317011442,0.8625236756399154,0.9115768905145644,0.0842161761610842,4.745810594608036,-1.78152026961611,0.2032356727018004,0.1837332017903671,0.0007679563725629,0.6527530929548548,0.2824647625938808,0.2237458784365109,-0.2691713135426218,0.8709157572274885,12.245798201175846,0.8812339070416646,0.1626805783505059,1.3942065608854894e-07,129.5953742792817,23.014270322157397,0.0,596.0,12.0,,,0.0282,,,0.9672610850076748,0.9651644176678486,0.0742902554401892,0.6689052527052376
seasonal_naive,seasonal_naive,Vehicle_Supply/M,1.0,1,6,0.3333333333333333,0.4127623122848727,0.590135368672076,0.1296404039476971,0.0601953375164408,0.2599903700454046,0.9238392299594907,0.8558599653067702,0.9291002718694048,0.1195348833990462,-3.758308478816682,-4.38415561084532,0.1348474032707184,0.1391729110824251,0.0001765700126884,0.6294559403927146,0.407089415233369,0.422682525562622,-0.1784704121628506,0.8390410481482279,8.125350186282724,0.9088214900695464,0.1764520161631853,5.054007316336934e-07,257.8901614750412,103.822502836441,0.0,391.0,12.0,,,0.0325,,,0.7898434247768139,0.9811664372587569,0.0525795159008394,0.6078631259788034
seasonal_naive,seasonal_naive,WUI_Global/Q,1.0,1,15,0.8666666666666667,0.8367873997137046,0.1436133081890133,0.0938258369203137,0.0755614922101741,0.104333545773167,0.6667231053900482,0.4218917940751037,0.8215212072672374,0.2090684969296201,3.817334573266428,2.6842229645079425,0.1879322346266912,0.0998254462182288,0.0072577438394269,0.566932253252219,-0.4449169075307052,0.4082884552605926,-0.6146817766238013,0.8348557032855614,4.345111753853254,0.934819024367558,0.1953143966645689,7.3686634854921506e-06,0.1631336446113053,0.1914939434891576,0.0192743764172335,294.0,4.0,,,0.2352666666666666,,,0.0464924534763263,0.0498294516840678,0.0972726670756355,0.0645315240786765
seasonal_naive,seasonal_naive,Water_Quality_Darwin/15T,1.0,7,42,0.5952380952380952,0.2779038925333789,0.5223579938765158,0.1624705487822582,0.0627033204361578,0.2491772876983106,0.97415141572792,0.9278116596402154,0.9458382781218344,0.0221224932453893,17.236621884862195,-12.909241917604634,0.3785091754103172,0.1940416216304958,0.0091053314462438,0.5448557379063429,0.474425083479645,1.431871637239872,0.0437064694651759,0.8164643345253676,48.41814814081159,0.7809120578672955,0.4789849725493657,2.4773367191100693e-10,42.90656721780858,3.40288454124127,4.947719101494211e-05,15229.42857142857,31.714285714285715,39.333333333333336,90.66666666666669,0.0607380952380952,0.0476428571428571,0.0347619047619047,0.9913964072779828,0.931741796635902,0.0862236112554629,0.6697872717231159
seasonal_naive,seasonal_naive,azure2019_D/5T,1.0,989,2967,0.936299292214358,0.6538637067731181,0.1327231208108783,0.0869568297663585,0.090299481994524,0.1033264775239203,0.5151258366312876,0.3559684582691148,0.9218400780582264,0.020812442037637,9.456373454938143,-0.219247346029899,0.4387543540020048,0.074432863940677,0.0226581029213916,0.5537698347158974,0.0011711859426363,0.1576284441301552,-0.4430486730943382,0.888175712445071,51.43192738229617,0.7848315989554845,0.1024683473327756,6.117957816227162e-08,10.680596997678892,5.141632249505059,0.0,8627.021233569261,12.186046511627907,324.3114256825076,439.8624873609707,0.0608035052241321,0.0071054937647455,0.0047893495112908,0.6655775596222825,0.9473086424563892,0.2090095462348537,0.6072985827711752
seasonal_naive,seasonal_naive,azure2019_I/5T,1.0,492,1476,0.9518970189701896,0.6498034613850338,0.1256575210613866,0.0678434650676417,0.0799862391476718,0.0911624084255667,0.5526241052489721,0.426900199992608,0.8694941783088888,0.0118057071370438,6.791536099762836,-0.8392585040822761,0.3338518197412589,0.1093019820636014,0.016900379972042,0.5888401491661607,0.0366477909932545,0.2472834550017385,-0.4172333205184575,0.8732732198510461,36.28374339062552,0.8169040854878904,0.1052800843734361,3.436672484046018e-08,11.636873707258664,4.936828316530249,0.0,8630.378048780487,17.235772357723576,331.8048780487805,507.8373983739837,0.0646863143631436,0.0113313008130081,0.0077676151761517,0.7183741436737694,0.928684450008562,0.2062392546394417,0.617765949440591
seasonal_naive,seasonal_naive,azure2019_U/5T,1.0,78,234,0.7735042735042735,0.72773170814341,0.1172682185792361,0.12043196165191,0.0791202355901666,0.1056068052737709,0.441591979217913,0.3153700207243315,0.8080059068783865,0.177399729183256,0.4639549695606654,-0.0089604524794831,0.3359031979766469,0.2108906921008654,0.0320421287739168,0.587244399509574,0.039701344548406,0.2795903820079005,-0.4235917754230621,0.8715816521872876,26.255941047439386,0.7954228900074561,0.1211044717739428,3.478127821338112e-06,12.024149947206135,5.85640580006515,0.0,1406.0641025641023,16.71794871794872,202.51282051282053,224.7692307692308,0.0683931623931623,0.0104145299145299,0.005034188034188,0.7360597247878684,0.9890983873293608,0.2040942609892327,0.6430841243688207
seasonal_naive,seasonal_naive,current_velocity/10T,1.0,10,60,0.9166666666666666,0.4790880692873999,0.1412847774918941,0.0254158333641894,0.0635552086538011,0.0767519398366282,0.7585162723983194,0.5020644317606688,0.8808735639360474,0.0095961274471015,-1.7616016009034683,3.1688253878249117,0.4634808735843908,0.0571022239064069,0.0651994459511623,0.5234409489139245,0.2765087552894794,1.958064146728426,-0.2959922864150981,0.7767018573076432,9.491425139242653,0.9624010027485832,0.3259984795699143,2.0811427693255437e-09,47.60063531406498,1.910455166573436,9.54659223566699e-05,20668.5,34.7,81.0,121.9,0.1237833333333333,0.0568499999999999,0.0227999999999999,0.9977922234032855,0.991978679970121,0.1514883327613203,0.7137530787115757
seasonal_naive,seasonal_naive,current_velocity/15T,1.0,5,30,1.0,0.5918198398911282,0.0875733992444263,0.0294948333861961,0.0647656114857772,0.0606112813721332,0.8134786430732098,0.6617459764062747,0.8048423249229144,0.0263645646558641,3.299304998619085,-0.0009618695563921,0.2889899857568381,0.0803793481927947,0.0139819330149317,0.6011037022195308,-0.0624439396674056,1.884581873232833,-0.4320360414183061,0.8020783155200546,4.303602650436566,0.963487994496301,0.3223144707085077,6.777159158762529e-09,52.154306344118886,1.6760124595471029,0.0,8503.2,25.33333333333333,90.0,53.46666666666667,0.1175666666666666,0.0367333333333333,0.0262,0.9981976785283044,0.9837959473557832,0.1470376590387573,0.7096770949742816
seasonal_naive,seasonal_naive,current_velocity/20T,1.0,27,162,0.8641975308641975,0.4991378893624714,0.1576930590384775,0.0355456947016421,0.0616316801524294,0.0849568112975164,0.8626868556337592,0.6808624576219056,0.8437976163890333,0.0223671479967532,0.4158554995410331,1.0261271532820957,0.3515389811322454,0.1583591911366014,0.0243122725983846,0.5608490012556784,0.055920228794919,1.5392442880271786,-0.4440629306425628,0.7870507176563449,6.803428235918596,0.9600254233670624,0.2708375128443923,4.479389806431669e-09,40.59720433610675,1.647424306107962,0.0,6460.185185185185,26.09259259259259,59.2037037037037,71.4074074074074,0.1242407407407407,0.0604012345679012,0.0408827160493827,0.9967097168012656,0.993303772568184,0.1324183714763161,0.7074772869485887
seasonal_naive,seasonal_naive,current_velocity/5T,1.0,1,6,0.8333333333333334,0.49615117483524,0.0893793441792546,0.0394849332820642,0.0557346252363056,0.0615329675658748,0.8420255368655489,0.6689149182350032,0.8220864613110276,0.0004394418990817,10.669011967067949,-7.737451678349988,0.3043941290581918,0.0066490196358238,0.0213249799368508,0.6433359073909147,0.4426192311316141,1.7340414227294825,-0.2528107155169942,0.8125547213731924,11.424597205574486,0.9034227655285824,0.3199483202154852,4.6492395004328264e-10,47.13303580195449,1.5774088892681666,0.0,26486.0,34.0,192.0,218.0,0.094,0.0341666666666666,0.0173333333333333,0.9973452448818748,0.9931219486232172,0.0923514418866105,0.694272878463901
seasonal_naive,seasonal_naive,current_velocity/H,1.0,21,126,0.8015873015873016,0.5185137983202596,0.1467628576249732,0.0310916340952588,0.0400195293397638,0.0726246736866653,0.7517055202996675,0.4469538809903173,0.8540692412332512,0.1530251000029135,0.4862122773263826,1.0493270598539932,0.5775640760612716,0.2369608380797288,0.0675607360621961,0.4062896423853642,0.5872773531463498,1.223919110062799,0.01022278720603,0.7361238217837002,2.0084143372075864,0.976876441066389,0.3315928266417888,2.1830259936457684e-08,45.975692125141656,1.793191013062436,0.0,3502.285714285714,28.761904761904763,23.047619047619047,206.0,0.1231904761904761,0.0636825396825396,0.0103095238095238,0.99774018355812,0.9962549699080826,0.2098244440650308,0.7346065325104112
seasonal_naive,seasonal_naive,epf_electricity_price/H,1.0,5,5,1.0,0.4873356006785257,0.1136397509072915,0.030516389373551,0.0688803791811518,0.0710121731539981,0.897904871216423,0.6611071200237585,0.9862927247403672,0.0039386946624191,-32.281905983243675,53.36981159174671,0.5367625943310579,0.7350306501706811,0.0212715504249998,0.2648546487079284,0.6349412227703561,0.6174094174337983,0.0322171102024231,0.6705806062415721,23.43379798679466,0.8744460070682465,0.266905155471711,7.83006898512561e-11,36.30687944904443,15.014085201608957,0.0,52416.0,12.0,24.0,168.0,0.0628,0.0538,0.0172,0.1146999703977738,0.0369710094184541,0.1038007845925259,0.0851572548029179
ts_icl,ts_icl,Australia_Solar/H,0.8575531402837495,1,3,1.0,0.3171994237903914,0.0327991003336265,0.0128518931432315,0.0431846442970946,0.0296118792579842,0.8693474999257623,0.2071698761352316,0.8456911166950559,0.0002441709007685,27.37582239313994,-4.626884703604833,0.9468416421451362,0.9251014014473596,0.2039493386445178,0.1307956789005348,0.9144038038195764,2.56776050511443,0.4857697608824265,0.7490315466485513,2.971227114403844,0.9662677562936968,0.8508928533394831,5.655393572435301e-12,235492.43782618907,249606.94349500592,0.1826184500722488,35064.0,24.0,12.0,168.0,0.1313333333333333,0.0469999999999999,0.0133333333333333,0.149821303788932,0.4729444805776552,0.1122401960817499,0.245001993482779
ts_icl,ts_icl,Auto_Production_SF/M,0.916808184670248,1,1,0.0,0.4955943372412884,0.0007772413876798,0.0115858067757248,0.0229427827070215,0.011768610290142,0.0199763243729682,0.0017029035051789,0.8808908320757107,0.103164381203646,0.1117751861994649,-0.4430602770935696,0.8705385476401412,0.9694430839098216,0.0515758104579144,0.4077876999697701,-0.4963988538643563,1.523996508303045,-0.5923861261542503,0.553197705612797,-0.4959174941960969,0.9657438589666206,0.052684907905602,1.8726604059764682e-07,100.01681199450584,11.787485899985752,0.0,367.0,12.0,,,0.034,,,0.0,0.0,0.0,0.0
ts_icl,ts_icl,CPHL/15T,0.6621675260369804,2,2,1.0,0.550979231776243,0.1981463537538962,0.1203047797927827,0.0818908773104682,0.1334473369523824,0.9552660555823644,0.9134695173205338,0.8525735031074656,0.0250183242824355,4.257982803784124,25.479799435480203,0.1816140689180053,0.0020702023847376,0.0010005994334285,0.716785230677295,-0.4544709455461342,0.3457040382072695,-0.6234708388290644,0.9012511101718536,22.954652965670867,0.7737403715321511,0.221423087043127,6.485245833851314e-10,0.5987613917134587,0.2987598395116531,0.0016603616340297,10393.5,4.0,96.0,48.0,0.1025,0.0295,0.0209999999999999,0.0280733680769395,0.0890455347494383,0.0258000647999718,0.0476396558754499
ts_icl,ts_icl,CPHL/30T,0.7860540895022508,2,2,1.0,0.5504301953114648,0.1269769071600043,0.1459090485643708,0.0793748005951835,0.1174202521065195,0.9592117160175516,1.0776830992481206,0.9477657501243222,0.047522002176844,-6.356525618200942,12.770152930296126,0.1657220656698351,0.0005999681062029,0.003104235429333,0.6941540794138834,-0.4753001350157559,0.443484699561235,-0.604530797413769,0.8955344378394545,11.462642097716913,0.8373674933152577,0.1647667030481442,1.6671341998355303e-10,0.6768975721268844,0.5364371797653703,0.0742783767962067,14687.0,2.0,24.0,48.0,0.0935,0.0435,0.026,0.101608499351279,0.508529846398097,0.0621702085085704,0.2241028514193155
ts_icl,ts_icl,CPHL/H,0.80200908590949,4,4,1.0,0.5749401146097006,0.1710621016102709,0.1262738613504713,0.0669798335084317,0.121438598823058,0.8305667333568084,0.7045861927112815,0.8713675050611981,0.0061719476965167,-1.1272378425286878,10.760218312363437,0.3908805228783679,0.3752735289397607,0.0090130452798561,0.5054427876040251,0.4918477109799619,0.5361403171466891,-0.1688602191766952,0.8472274593894144,4.428965554365542,0.9251332274509791,0.2433312876804396,2.272879702040197e-08,0.655339261202945,0.419613726976868,0.0201565931213507,4971.25,18.0,18.0,168.0,0.05675,0.038,0.012,0.116634056261489,0.3616933160672496,0.1651761328107824,0.2145011683798403
ts_icl,ts_icl,Coastal_T_S/15T,0.8453924484580492,5,15,1.0,0.5333361963837653,0.3218971727007633,0.2002442254365517,0.0860777681324636,0.2027397220899262,0.8100681648413264,0.7260235187248443,0.9242801305897588,0.0497651748083555,6.612548624394219,39.28980456211231,0.1933095869623698,0.0011232052168086,0.0059953075538965,0.7414166125841731,-0.4291687098922606,0.3350851975766346,-0.6039141072079063,0.9071987102168828,15.94692274513796,0.8454144099934502,0.2675121866287817,3.4625486081253316e-10,34.90331579971408,4.845595955136805,0.0,20870.2,4.0,64.0,121.6,0.1234666666666666,0.0156666666666666,0.0116666666666666,0.6891946544591633,0.9742693217983946,0.1641387501283635,0.6092009087953072
